"B_COUNTRY_ALPHA","Q121","country"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",5,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",5,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",5,"IND"
"IND",5,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",1,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",-1,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",2,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",-1,"IND"
"IND",2,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",-1,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",-1,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",1,"IND"
"IND",2,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",-1,"IND"
"IND",2,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",-1,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",2,"IND"
"IND",1,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",2,"IND"
"IND",-1,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",2,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",-1,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",-1,"IND"
"IND",-1,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",-1,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",-1,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",-1,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",2,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",5,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",5,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",-1,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",-1,"IND"
"IND",5,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",1,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",1,"IRN"
"IRN",3,"IRN"
"IRN",4,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",4,"IRN"
"IRN",5,"IRN"
"IRN",3,"IRN"
"IRN",1,"IRN"
"IRN",4,"IRN"
"IRN",1,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",1,"IRN"
"IRN",3,"IRN"
"IRN",2,"IRN"
"IRN",3,"IRN"
"IRN",1,"IRN"
"IRN",1,"IRN"
"IRN",3,"IRN"
"IRN",1,"IRN"
"IRN",3,"IRN"
"IRN",4,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",4,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",2,"IRN"
"IRN",4,"IRN"
"IRN",3,"IRN"
"IRN",2,"IRN"
"IRN",3,"IRN"
"IRN",4,"IRN"
"IRN",2,"IRN"
"IRN",3,"IRN"
"IRN",-1,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",2,"IRN"
"IRN",4,"IRN"
"IRN",3,"IRN"
"IRN",4,"IRN"
"IRN",5,"IRN"
"IRN",5,"IRN"
"IRN",1,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",5,"IRN"
"IRN",4,"IRN"
"IRN",1,"IRN"
"IRN",4,"IRN"
"IRN",4,"IRN"
"IRN",2,"IRN"
"IRN",1,"IRN"
"IRN",-1,"IRN"
"IRN",4,"IRN"
"IRN",1,"IRN"
"IRN",3,"IRN"
"IRN",4,"IRN"
"IRN",4,"IRN"
"IRN",3,"IRN"
"IRN",2,"IRN"
"IRN",3,"IRN"
"IRN",2,"IRN"
"IRN",1,"IRN"
"IRN",1,"IRN"
"IRN",4,"IRN"
"IRN",1,"IRN"
"IRN",5,"IRN"
"IRN",3,"IRN"
"IRN",5,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",4,"IRN"
"IRN",3,"IRN"
"IRN",5,"IRN"
"IRN",1,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",2,"IRN"
"IRN",5,"IRN"
"IRN",2,"IRN"
"IRN",4,"IRN"
"IRN",5,"IRN"
"IRN",3,"IRN"
"IRN",1,"IRN"
"IRN",1,"IRN"
"IRN",5,"IRN"
"IRN",2,"IRN"
"IRN",3,"IRN"
"IRN",4,"IRN"
"IRN",3,"IRN"
"IRN",1,"IRN"
"IRN",1,"IRN"
"IRN",5,"IRN"
"IRN",2,"IRN"
"IRN",1,"IRN"
"IRN",4,"IRN"
"IRN",1,"IRN"
"IRN",2,"IRN"
"IRN",1,"IRN"
"IRN",4,"IRN"
"IRN",3,"IRN"
"IRN",1,"IRN"
"IRN",5,"IRN"
"IRN",4,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",4,"IRN"
"IRN",2,"IRN"
"IRN",2,"IRN"
"IRN",5,"IRN"
"IRN",3,"IRN"
"IRN",1,"IRN"
"IRN",1,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",4,"IRN"
"IRN",4,"IRN"
"IRN",3,"IRN"
"IRN",4,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",1,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",2,"IRN"
"IRN",2,"IRN"
"IRN",4,"IRN"
"IRN",5,"IRN"
"IRN",3,"IRN"
"IRN",4,"IRN"
"IRN",4,"IRN"
"IRN",4,"IRN"
"IRN",1,"IRN"
"IRN",1,"IRN"
"IRN",4,"IRN"
"IRN",2,"IRN"
"IRN",1,"IRN"
"IRN",4,"IRN"
"IRN",2,"IRN"
"IRN",2,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",5,"IRN"
"IRN",1,"IRN"
"IRN",1,"IRN"
"IRN",4,"IRN"
"IRN",1,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",1,"IRN"
"IRN",3,"IRN"
"IRN",1,"IRN"
"IRN",3,"IRN"
"IRN",1,"IRN"
"IRN",4,"IRN"
"IRN",4,"IRN"
"IRN",3,"IRN"
"IRN",3,"IRN"
"IRN",4,"IRN"
"IRN",3,"IRN"
"IRN",1,"IRN"
"IRN",1,"IRN"
"IRN",2,"IRN"
